10026	10026
10031	10031
10126	10101
10144	10123
10146	10118
10161	10141
10191	10166
10196	10167
10251	10215
10272	10251
10291	10261
10301	10271
10305	10279
10308	10286
10312	10276
10320	10294
10332	10301
10341	10313
10346	10309
10358	10310
10361	10312
10371	10327
10377	10346
10381	10342
10389	10364
10401	10372
10412	10379
10415	10392
10419	10394
10425	10409
10431	10403
10454	10421
10466	10437
10476	10447
10477	10452
10479	10454
10484	10457
10485	10458
10492	10384
10494	10455
10497	10463
10506	10491
10516	10489
10519	10498
10521	10473
10528	10496
10538	10513
10541	10505
10542	10514
10553	10528
10555	10534
10556	10527
10573	10558
10576	10552
10577	10546
10583	10578
10586	10554
10590	10573
10592	10579
10593	10553
10596	10575
10607	10598
10613	10599
10615	10608
10617	10571
10650	10656
10652	10651
10657	10662
10670	10637
10675	10675
10676	10676
10681	10660
10703	10706
10709	10704
10717	10712
10732	10711
10734	10734
10736	10738
10744	10751
10749	10764
10754	10752
10762	10766
10763	10776
10772	10778
10779	10795
10789	10785
10791	10743
10794	10794
10795	10801
10796	10806
10803	10816
10805	10814
10807	10826
10813	10823
10817	10842
10828	10843
10836	10851
10839	10860
10853	10847
10854	10848
10856	10377
10858	10875
10859	10870
10863	10873
10865	10881
10871	10879
10881	10876
10889	10889
10891	10858
10892	10891
10894	10895
10913	10910
10917	10890
10918	10912
10920	10914
10926	10915
10937	10939
10938	10941
10942	10946
10943	10948
10944	10950
10956	10930
10990	10982
10994	10988
11002	10991
11004	10993
11024	11009
11028	11017
11035	11027
11042	11031
11047	11033
11052	11040
11096	11088
11118	11054
11157	11113
11202	11114
11203	11106
11257	11226
11277	11231
11281	11117
11283	11234
11286	11209
11287	11271
11301	11112
11303	11147
11307	11269
11315	11211
11318	11235
11338	11210
11339	11259
11342	11286
11343	11308
11360	11311
11362	11320
11398	11207
11400	11297
11406	11350
11417	11312
11425	11379
11427	11376
11438	11389
11482	11407
11486	11359
11498	11377
11505	11475
11506	11468
11507	11487
11520	11314
11522	11371
11523	11291
11526	11421
11542	11435
11544	11465
11546	11496
11559	11479
11566	11510
11582	11547
11584	11568
11590	11570
11600	11549
11601	11526
11605	11554
11607	11518
11610	11571
11611	11506
11656	11608
11662	11603
11667	11593
11668	11626
11672	11688
11675	11453
11679	11599
11681	11598
11686	11617
11687	11630
11700	11687
11702	11636
11705	11666
11716	11708
11742	11615
11748	11751
11756	11706
11836	11786
11838	11743
11843	11794
11850	11791
11853	11810
11854	11804
11865	11773
11877	11792
11885	11833
11887	11826
11898	11829
11916	11866
11963	11856
11968	11897
11984	11838
11987	11914
11994	11922
12056	11947
12058	11986
12121	11987
12127	11960
12133	12028
12137	11953
12141	11961
12142	11971
12147	11956
12155	12090
12179	12146
12180	12127
12183	12111
12190	12131
12193	12154
12194	12134
12202	12167
12205	12133
12218	12186
12220	12169
12233	12210
12236	11954
12239	12267
12276	12253
12278	12306
12282	12346
12286	12289
12292	12312
12299	12406
12337	12486
12339	12491
12341	12449
12343	12426
12345	12469
12347	12489
12369	12367
12385	12452
12387	12528
12392	12530
12404	12548
12416	12586
12436	12574
12443	12631
12448	12633
12458	12533
12459	12646
12476	12706
12478	12746
12484	12635
12485	12747
12486	12708
12489	12710
12518	12714
12540	12732
12545	12807
12550	12866
12556	12826
12557	12768
12563	12368
12596	12887
12607	12909
12610	12910
12615	12932
12659	12831
12682	12936
12697	13026
12698	12935
12701	13028
12709	12975
12721	13068
12737	13067
12739	12890
12744	13036
12746	13066
12759	13050
12779	13009
12787	13089
12791	13159
12799	13168
12802	13156
12807	13161
12808	13157
12812	13191
12822	13158
12824	13210
12826	13152
12856	13267
12877	13276
12878	13275
12885	13331
12886	13352
12887	13337
12888	13358
12889	13316
12902	13369
12909	13354
12914	13364
12922	13363
12936	13344
12937	13311
12939	13315
12957	13468
12961	13446
12971	13309
12974	13449
12976	13447
12977	13467
12979	13466
12981	13486
12982	13375
12987	13374
12989	13454
13001	13474
13004	13516
13029	13476
13061	13566
13067	13378
13080	13526
13086	13586
13126	13571
13127	13554
13129	13386
13132	13572
13139	13646
13141	13650
13146	13599
13148	13612
13149	13627
13151	13343
13156	13674
13158	13628
13161	13652
13162	13669
13163	13632
13169	13589
13198	13677
13206	13689
13218	13613
13228	13661
13238	13680
13242	13693
13257	13637
13271	13747
13273	13746
13275	13790
13285	13773
13288	13800
13296	13753
13301	13754
13306	13814
13308	13759
13313	13826
13317	13827
13320	13830
13327	13782
13328	13823
13331	13835
13333	13785
13339	13848
13347	13887
13348	13855
13351	13869
13352	13849
13355	13859
13357	13872
13358	13839
13364	13875
13366	13907
13367	13892
13371	13876
13376	13888
13378	13816
13382	13836
13389	13862
13400	13926
13417	13909
13420	13873
13433	14012
13476	14093
13480	14048
13481	14028
13485	14094
13488	14077
13504	14071
13506	14034
13508	14050
13510	14072
13511	14036
13513	14051
13514	14053
13517	14054
13559	14100
13560	14080
13577	14081
13579	14167
13586	14128
13591	14172
13598	14108
13601	14115
13619	14188
13636	14158
13638	14228
13643	14180
13645	14247
13646	14121
13647	14246
13648	14269
13657	14191
13659	14179
13661	14194
13668	14120
13677	14267
13689	14210
13692	14237
13694	14258
13697	14261
13703	14213
13708	14233
13710	14236
13714	14238
13726	14306
13736	14225
13757	14249
13760	14282
13762	14388
13765	14223
13766	14370
13777	14346
13780	14307
13782	14409
13783	14392
13796	14390
13799	14368
13801	14448
13805	14394
13817	14412
13819	14396
13823	14393
13824	14467
13838	14469
13844	14569
13845	14526
13850	14573
13851	14535
13852	14590
13854	14534
13862	14527
13863	14566
13864	14568
13870	14112
13871	14588
13877	14591
13900	14596
13902	14537
13916	14531
13919	14551
13925	14609
13926	14671
13932	14653
13939	14542
13940	14556
13941	14608
13947	14687
13948	14471
13950	14689
13956	14611
13957	14706
13960	14666
13962	14747
13982	14808
13997	14786
14000	14790
14001	14791
14005	14766
14007	14812
14009	14800
14010	14826
14011	14773
14020	14832
14032	14779
14039	14821
14045	14780
14046	14819
14054	14806
14064	14909
14067	14951
14071	14933
14078	14836
14080	14932
14085	14927
14116	14941
14119	14919
14122	15049
14134	15012
14139	14939
14140	14893
14145	15028
14148	15030
14149	15067
14154	15069
14158	15073
14160	14900
14196	15037
14198	15051
14200	15055
14203	15052
14223	15082
14238	15206
14241	15059
14244	15207
14248	15228
14257	15151
14274	15237
14276	15176
14319	15289
14336	15271
14378	15272
14386	15346
14396	15368
14402	15247
14404	15355
14419	15393
14423	15189
14425	15376
14461	15336
14468	15448
14478	15428
14481	15426
14498	15411
14503	15471
14504	15477
14505	15430
14510	15437
14536	15506
14537	15390
14554	15413
14558	15527
14570	15548
14572	15550
14573	15530
14578	14820
14586	15514
14591	15573
14599	15348
14621	15574
14636	15607
14637	15589
14684	15632
14685	15634
14691	15730
14694	15693
14704	15627
14711	15647
14715	15731
14741	15728
14742	15733
14758	15695
14796	15747
14798	15708
14836	15649
14838	15686
14877	15694
14896	15592
14917	15828
14924	15849
14927	15826
14936	15735
14943	15851
14946	15889
14956	15836
15019	15990
15022	15996
15025	15998
15037	15891
15040	15906
15058	15946
15064	15988
15079	16069
15084	16052
15096	16067
15099	16053
15101	16031
15103	16071
15107	16079
15121	16047
15138	16107
15139	16110
15144	16149
15159	16086
15199	16227
15200	16151
15211	16427
15216	16152
15228	16307
15231	16387
15232	16348
15235	16429
15241	16313
15297	16390
15298	16528
15303	16572
15306	16511
15320	16533
15378	16687
15381	16689
15384	16693
15387	16075
15393	16631
15397	16586
15398	16647
15402	16670
15409	16673
15413	16699
15416	16549
15419	16668
15420	16691
15421	16675
15461	16768
15462	16770
15466	16749
15467	16509
15468	16710
15471	16751
15476	16726
15478	16708
15486	16737
15487	16757
15496	16728
15497	16695
15498	16733
15504	16756
15505	16778
15506	16780
15512	16762
15517	16754
15520	16774
15522	16719
15524	16738
15525	16723
15527	16773
15539	16848
15540	16832
15558	16732
15596	16826
15599	16855
15600	16813
15617	16787
15623	16795
15628	16811
15640	16794
15643	16854
15649	16814
15650	16816
15656	16808
15678	16866
15683	16893
15700	16906
15703	16820
15706	16874
15710	16894
15723	16825
15737	16947
15738	16888
15744	16992
15756	16986
15757	16948
15763	16972
15779	16991
15837	16951
15839	16995
15856	17026
15858	17027
15884	17047
15897	16997
15898	17010
15899	17012
15900	16979
15918	17066
15919	17052
15921	17030
15923	17086
15936	17046
15956	17031
15957	17004
15964	17034
15976	17049
15977	17019
16037	17087
16056	17071
16064	17039
16076	17038
16098	17186
16104	17207
16107	17246
16109	17286
16110	17168
16111	17227
16115	17231
16137	17206
16138	17188
16139	17151
16145	17269
16156	17154
16197	17250
16242	17237
16246	17298
16249	17259
16251	17258
16256	17306
16260	17238
16261	17300
16263	17257
16265	17241
16279	17307
16337	17311
16339	17302
16341	17367
16357	17316
16361	17329
16380	17428
16384	17433
16417	17389
16418	17390
16421	17435
16422	17434
16425	17409
16426	17393
16437	17447
16458	17470
16461	17472
16462	17476
16467	17506
16472	17530
16476	17391
16479	17438
16480	17475
16481	17448
16482	17528
16501	17399
16504	17417
16505	17508
16508	17492
16518	17347
16521	17526
16523	17146
16536	17421
16538	17408
16539	17539
16544	17511
16558	17320
16578	17515
16580	17549
16590	17560
16591	17596
16600	17607
16601	17550
16605	17591
16607	17568
16608	17608
16610	17594
16612	17572
16617	17420
16623	17556
16624	17577
16625	17570
16626	17562
16636	17599
16637	17574
16657	17563
16678	17534
16720	17668
16738	17647
16740	17622
16757	17585
16758	17646
16760	17627
16762	17671
16763	17686
16776	17669
16777	17649
16779	17673
16782	17653
16785	17610
16787	17625
16788	17561
16789	17676
16793	17694
16796	17535
16798	17605
16799	17655
16804	17706
16806	17628
16816	17674
16819	17690
16820	17707
16821	17708
16824	17697
16836	17682
16846	17665
16848	17715
16856	17663
16857	17726
16860	17683
16861	17727
16876	17656
16897	17748
16936	17786
16939	17789
16944	17752
16948	17791
16949	17773
16950	17755
16953	17580
16959	17769
16976	17787
16999	17794
17002	17754
17003	17797
17037	17775
17039	17830
17041	17756
17043	17848
17047	17762
17049	17764
17053	17839
17055	17908
17061	17772
17064	17846
17066	17761
17069	17849
17072	17869
17073	17868
17074	17763
17080	17841
17081	17866
17085	17887
17088	17872
17089	17890
17090	17889
17097	17871
17098	17909
17101	17650
17107	17913
17117	17892
17122	17911
17126	17859
17127	17576
17135	17905
17143	17863
17148	17938
17149	17903
17150	17951
17153	17934
17154	17941
17158	17936
17159	17935
17162	17956
17176	17921
17180	17899
17196	17923
17199	17925
17208	17992
17212	17988
17213	18112
17214	18110
17215	18115
17236	17940
17238	17972
17244	17990
17245	17965
17246	17993
17250	18050
17252	18087
17257	17917
17259	17974
17260	17961
17261	18010
17262	17982
17265	18026
17267	18086
17268	17991
17273	18208
17275	17931
17281	18116
17283	18089
17284	17896
17285	18186
17286	18206
17289	18247
17292	18194
17294	18218
17295	18219
17297	17943
17299	18227
17305	18232
17316	18191
17318	18188
17319	18216
17322	18215
17323	18238
17325	18222
17336	18220
17362	18231
17364	18268
17365	18288
17370	18290
17371	18291
17372	18327
17375	18250
17376	18006
17379	18267
17380	18270
17382	18196
17383	18309
17385	18306
17388	18281
17394	18347
17401	17933
17404	18289
17407	18311
17410	18329
17413	18279
17417	18278
17419	18315
17421	18335
17423	18284
17424	18338
17425	18348
17427	18303
17432	18366
17441	18285
17442	18300
17445	18342
17446	18317
17447	18354
17448	18320
17449	18358
17452	18390
17454	18362
17456	18333
17458	18350
17467	18406
17473	18318
17477	18437
17497	18407
17498	18395
17500	18372
17501	18375
17502	18436
17503	18405
17508	18445
17509	18009
17510	18379
17511	18198
17512	18382
17513	18507
17514	18490
17515	18458
17517	18411
17518	18427
17519	18396
17520	18212
17521	18374
17527	18378
17529	18373
17530	18418
17536	18397
17539	18429
17542	18440
17545	18399
17546	18434
17549	18377
17552	18403
17556	18449
17557	18466
17559	18442
17560	18439
17561	18413
17562	18423
17564	18344
17567	18409
17568	18453
17570	18404
17572	18487
17575	18472
17582	18473
17584	18468
17586	18508
17592	18464
17594	18488
17596	18467
17616	18383
17637	18455
17639	18384
17641	18460
17642	18463
17643	18465
17645	18497
17647	18499
17656	18356
17678	18510
17679	18479
17697	18588
17698	18398
17699	18551
17701	18573
17703	18611
17705	18557
17706	18587
17710	18559
